word,CEFR,Japanese,phonetic,category,Example,Example_JP
romanticizing,C2,美化する,/roʊˈmæntəˌsaɪzɪŋ/,Culture,The novel romanticized the past.,その小説は過去を美化していた。
rootstock,C2,台木,/rootstock/,Nature,The fruit tree was grafted onto a strong rootstock.,その果樹は丈夫な台木に接ぎ木された。
scrounging,C2,せびる,/ˈskraʊndʒɪŋ/,Culture,They were scrounging for food.,彼らは食料をせびっていた。
slavish,C2,盲従的な,/ˈsleɪvɪʃ/,General,He had a slavish devotion to the company's rules.,彼は会社の規則に盲従的に従っていた。
snippy,C2,無愛想な,/snippy/,General,She was a bit snippy today.,彼女は今日少し無愛想だった。
soberly,C2,真面目に、冷静に,/ˈsoʊbərli/,Daily,He soberly considered the consequences of his actions.,彼は自分の行動の結果を冷静に考慮した。
stepchild,C2,継子,/ˈstɛˌptʃaɪld/,Daily,She was often treated like a stepchild in her family.,彼女は家族の中でしばしば継子のように扱われた。
stodgy,C2,退屈な,/ˈstɑdʒi/,Academic,The lecture was long and stodgy.,講義は長くて退屈だった。
subtractive,C2,減法的な,/subtractive/,General,The subtractive method was used to isolate the gene of interest.,減法的な方法が、目的の遺伝子を単離するために使用された。
swathed,C2,包まれた,/ˈswɑðd/,General,The baby was swathed in blankets.,赤ちゃんは毛布に包まれていた。
trumpeted,C2,誇らしげに宣伝した,/ˈtrʌmpətɪd/,General,The company trumpeted its new product.,会社は新製品を誇らしげに宣伝した。
twosome,C2,二人組,/ˈtuːsəm/,Daily,They went for a walk as a twosome.,彼らは二人組で散歩に出かけた。
ultrathin,C2,超薄型の,/ultrathin/,General,The ultrathin material is used in advanced electronics.,超薄型の材料は、高度な電子機器に使用されています。
underreported,C2,過少報告された,/əndərrɪˈpɔrtɪd/,General,The number of cases was underreported by the authorities.,その症例数は当局によって過少報告されていた。
undescribed,C2,未記述の,/undescribed/,Nature,The species remains undescribed.,その種は未記述のままである。
univariate,C2,単変量の,/univariate/,Academic,Univariate analysis studies one variable at a time.,単変量解析は一度に1つの変数を研究する。
workmanlike,C2,職人的な,/ˈwɜːrˌkmæˌnlaɪk/,General,"He gave a workmanlike performance, getting the job done efficiently.",彼は職人的なパフォーマンスを見せ、仕事を効率的にこなした。
zea,C2,ゼア（トウモロコシ属）,/ˈziː/,General,Zea mays is the scientific name for corn.,ゼア・メイズはトウモロコシの学名です。
ahistorical,C2,歴史を無視した,/ahistorical/,Culture,His view of the situation is ahistorical and lacks context.,彼の状況認識は歴史を無視しており、文脈に欠けている。
alliterative,C2,頭韻の,/əˈlɪtərətɪv/,Culture,The poem used alliterative phrases.,その詩は頭韻を踏んだフレーズを使った。
anodyne,C2,痛みを和らげる,/anodyne/,General,The anodyne was effective at relieving pain.,痛みを和らげる薬は痛みを和らげるのに効果的だった。
arthroplasty,C2,関節形成術,/arthroplasty/,General,Arthroplasty is a surgical procedure to replace a joint.,関節形成術は関節を置換する外科手術です。
auxin,C2,オーキシン,/auxin/,Science,Auxin is a plant hormone that promotes cell growth.,オーキシンは細胞成長を促進する植物ホルモンです。
bacteriophage,C2,バクテリオファージ,/bacteriophage/,Science,bacteriophage can infect bacteria.,バクテリオファージは細菌に感染することができる。
banditry,C2,盗賊行為,/ˈbændətri/,General,The region was plagued by banditry and lawlessness.,その地域は盗賊行為と無法状態に悩まされていた。
benighted,C2,無知な、蒙昧な,/bɪˈnaɪtɪd/,General,The benighted villagers were easily fooled by the con man.,無知な村人たちは詐欺師に簡単に騙された。
breakpoints,C2,ブレークポイント,/breakpoints/,General,The breakpoints in the graph indicate significant changes in the trend.,グラフのブレークポイントは、トレンドにおける重要な変化を示しています。
cadherin,C2,カドヘリン,/cadherin/,Science,Cadherin proteins mediate cell-cell adhesion.,カドヘリンタンパク質は細胞間接着を媒介する。
chide,C2,叱る,/tʃˈaɪd/,General,She gently chide him for being late.,私は彼が遅れたことを優しく叱る。
coffer,C2,金庫,/kˈɔːfɚ/,General,The company's coffer were depleted by the financial crisis.,会社の金庫は金融危機によって枯渇した。
demagoguery,C2,扇動政治,/ˈdɛməˌɡɑɡəri/,General,The politician used demagoguery to gain support.,その政治家は支持を得るために扇動政治を用いた。
dickensian,C2,ディケンズ風の,/dɪˈkɛnziən/,Nature,The factory conditions were Dickensian.,工場の状況はディケンズ風だった。
disdained,C2,軽蔑した,/dɪˈsdeɪnd/,General,She disdained the idea of working for someone else.,彼女は他人のために働くという考えを軽蔑した。
drubbing,C2,大敗、叩きのめすこと,/ˈdrʌbɪŋ/,Culture,The team received a drubbing in the final game.,チームは決勝戦で大敗を喫した。
eightfold,C2,八倍の,/ˈeɪˌtfoʊld/,General,The company's profits increased eightfold.,会社の利益は八倍に増加した。
embryogenesis,C2,胚発生,/embryogenesis/,General,Embryogenesis is the process of embryo formation.,胚発生は胚の形成過程である。
emm,C2,エムタンパク質,/emm/,General,"The emm gene encodes the M protein, a virulence factor in Streptococcus pyogenes.",emm遺伝子は、化膿連鎖球菌の病原性因子であるMタンパク質をコードします。
flouted,C2,無視した,/ˈflaʊtɪd/,General,The company flouted the environmental regulations.,その会社は環境規制を無視しました。
inactivate,C2,不活性化する,/ɪˈnæktɪˌveɪt/,General,The enzyme is inactivated by heat.,酵素は熱によって不活性化される。
indwelling,C2,内在する,/indwelling/,General,The indwelling spirit guides him.,内在する精神が彼を導く。
intercostal,C2,肋間の,/intercostal/,General,The intercostal muscles help with breathing.,肋間筋は呼吸を助ける。
intravascular,C2,血管内の,/intravascular/,General,The drug was administered by intravascular injection.,薬は血管内注射によって投与されました。
intron,C2,イントロン,/ˈɪntrən/,General,intron are non-coding regions of DNA.,イントロンはDNAの非コード領域である。
iteratively,C2,反復的に,/ˈɪtərˌeɪtɪvli/,Science,The software development process is often done iteratively.,ソフトウェア開発プロセスは、しばしば反復的に行われる。
jingoism,C2,好戦的愛国主義,/ˈdʒɪŋˌɡoʊɪzəm/,General,The politician's speech was filled with jingoism and nationalistic fervor.,その政治家の演説は、好戦的な愛国主義とナショナリズムの熱狂で満ちていた。
jingoistic,C2,排外主義的な,/dʒɪŋɡoʊˈɪstɪk/,General,The newspaper was criticized for its jingoistic editorials.,その新聞は、排外主義的な社説で批判された。
localizing,C2,局在化する,/localizing/,Science,The antibody is localizing to the cell membrane.,抗体は細胞膜に局在している。
medullary,C2,髄質の,/medullary/,General,The medullary region of the kidney is involved in concentrating urine.,腎臓の髄質領域は尿の濃縮に関与しています。
microenvironment,C2,微小環境,/microenvironment/,Nature,The microenvironment of the tumor is critical for its growth.,腫瘍の微小環境は、その成長にとって重要である。
microglia,C2,ミクログリア,/microglia/,General,Microglia are immune cells that reside in the central nervous system.,ミクログリアは、中枢神経系に存在する免疫細胞です。
mischievously,C2,いたずらっぽく、悪戯に,/ˈmɪstʃəvəsli/,General,The children laughed mischievously.,子供たちはいたずらっぽく笑った。
monetarily,C2,金銭的に,/mɑnəˈtɜːrɪli/,General,They were monetarily rewarded for their efforts.,彼らは努力に対して金銭的に報われた。
monopolizing,C2,独占する,/məˈnɑpəˌlaɪzɪŋ/,Business,The company was accused of monopolizing the market.,その会社は市場を独占していると非難された。
moralist,C2,道徳家,/mˈɔːrəlɪst/,Daily,The moralist criticized the movie for its violence.,道徳家たちはその映画の暴力的な内容を批判した。
multistage,C2,多段階の,/multistage/,General,Cancer development is a multistage process.,癌の発生は多段階プロセスです。
myocardium,C2,心筋,/ˌmaɪəˈkɑrdiəm/,General,The myocardium is the muscular tissue of the heart.,心筋は心臓の筋肉組織である。
neurobiological,C2,神経生物学的な,/neurobiological/,Nature,The study focused on the neurobiological basis of behavior.,その研究は、行動の神経生物学的な基盤に焦点を当てた。
noncommittal,C2,曖昧な、態度をはっきりさせない,/ˈnɑnkəˈmɪtəl/,General,He remained noncommittal about the proposal.,彼はその提案について曖昧な態度を続けた。
oncogenic,C2,発癌性の,/oncogenic/,General,Certain viruses are oncogenic and can cause cancer.,特定のウイルスは発癌性であり、癌を引き起こす可能性があります。
palaver,C2,"無駄話,おしゃべり",/palaver/,General,The meeting devolved into a long and unproductive palaver.,その会議は、長くて生産性のない無駄話に終わった。
parroting,C2,おうむ返しをする,/ˈpɛrətɪŋ/,General,He was just parroting what he had heard on the news.,彼はニュースで聞いたことをおうむ返しにしていただけだった。
parsimonious,C2,倹約的な,/ˌpɑrsəˈmoʊniəs/,Science,The parsimonious model explains the data well.,その倹約的なモデルはデータをよく説明している。
pleasingly,C2,心地よく,/ˈpliːzɪŋli/,Daily,The room was pleasingly decorated.,部屋は心地よく装飾されていた。
prattle,C2,とりとめのないおしゃべり,/ˈprætəl/,General,He continued to prattle on about his personal life.,彼は自分の私生活についてとりとめのないおしゃべりを続けた。
purine,C2,プリン,/purine/,General,Purine is a component of DNA and RNA.,プリンはDNAとRNAの構成要素です。
readymade,C2,既製の,/readymade/,General,She bought a readymade dress.,彼女は既製のドレスを買った。
reappointment,C2,再任,/ˌriːəˈpɔɪntmənt/,General,Her reappointment was a matter of course.,彼女の再任は当然のことだった。
recordkeeping,C2,記録管理,/ˈrɛkərˌdkiːpɪŋ/,Science,The company uses software for recordkeeping.,その会社は記録管理のためにソフトウェアを使用している。
rectitude,C2,正しさ、誠実さ,/ˈrɛktɪˌtuːd/,General,The judge was known for his rectitude.,その判事は、正しさで知られていた。
reeducation,C2,再教育,/riˌɛdjəˌkeɪʃən/,Academic,The prisoners underwent a reeducation program.,囚人たちは再教育プログラムを受けた。
ribose,C2,リボース,/ribose/,General,Ribose is a sugar found in RNA.,リボースはRNAに見られる糖である。
